Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
31,Male,Black African,High School,Finance,30,18782,6902.3,1892.56,3271.93,3325.76,4249.85,2872.76,18265.31,17.71,Low Risk
22,Male,Black African,High School,Education,20,15747,5869.2,2343.82,2395.64,7515.91,1034.27,2875.53,21000.1,47.73,Critical Risk
31,Female,Black African,Diploma,Healthcare,50,18034,5936.7,2023.25,3272.5,4535.32,1604.22,3543.15,19310.92,25.15,Moderate Risk
31,Male,Black African,High School,Education,40,16682,6458.96,1939.88,3324.66,842.98,3225.02,3314.19,15880.68,5.05,Very Low Risk
28,Female,Black African,High School,Construction,40,7218,2767.89,954.53,1328.92,3219.6,749.52,1391.2,9662.14,44.61,Critical Risk
22,Female,Coloured,High School,Retail,45,3333,1199.76,469.86,601.92,804.65,618.71,519.46,3595.65,24.14,Moderate Risk
22,Male,White,High School,Retail,20,5615,2148.53,657.28,1007.94,1312.51,592.38,968.13,6094.39,23.38,Moderate Risk
26,Male,Coloured,High School,Healthcare,45,8087,3217.01,1088.83,1359.04,4702.53,785.07,1464.93,11832.34,58.15,Critical Risk
34,Female,Black African,Bachelor's,IT,40,9495,3741.16,1388.46,1560.85,1194.53,720.74,1613.56,9498.57,12.58,Very Low Risk
30,Male,Black African,Bachelor's,Healthcare,40,12908,4037.23,1639.51,2406.81,3358.39,1054.23,1947.76,13389.71,26.02,Moderate Risk
27,Male,Black African,Master's,Retail,20,9122,3082.97,1164.02,1501.65,5027.11,2020.81,1563.41,12339.17,55.11,Critical Risk
24,Male,Indian/Asian,Bachelor's,IT,40,35638,13269.32,4819.56,6972.08,18716.53,8264.89,6708.87,50486.38,52.52,Critical Risk
34,Female,Black African,Diploma,Healthcare,40,8085,2496.74,860.34,1290.88,3788.53,1509.22,1231.05,9667.53,46.86,Critical Risk
24,Female,Black African,Diploma,Healthcare,20,24143,7573.39,3274.64,4796.86,2733.2,4772.97,3715.23,22093.31,11.32,Very Low Risk
28,Male,Black African,Bachelor's,IT,50,35268,11997.26,3808.64,6063.73,12690.25,8311.84,6257.94,40817.84,35.98,High Risk
27,Male,Black African,High School,IT,20,15773,4741.69,2335.08,2441.06,7284.17,2593.65,2638.43,19440.44,46.18,Critical Risk
30,Female,Black African,High School,Mining,40,22142,7619.19,2413.91,3364.72,7562.78,1558.02,3927.23,24887.82,34.16,High Risk
27,Female,Black African,Bachelor's,Education,45,21244,7207.64,2609.61,4069.57,3818.48,5274.54,3641.61,21346.9,17.97,Low Risk
26,Female,Coloured,High School,Construction,40,10810,4008.46,1510.46,1901.12,5123.1,1982.44,1745.53,14288.67,47.39,Critical Risk
31,Female,Black African,Master's,IT,50,44351,13706.04,5139.63,7085.93,16258.15,10404.51,8081.56,50271.31,36.66,High Risk
28,Male,Black African,Diploma,Finance,40,41557,14304.86,5243.68,6783.02,8751.17,3649.24,8200.56,43283.29,21.06,Moderate Risk
22,Female,Black African,High School,IT,40,24584,9741.58,2542.34,3808.1,13111.77,5966.63,4413.95,33617.74,53.33,Critical Risk
33,Male,Black African,Bachelor's,Retail,40,8227,3190.02,1125.48,1340.17,621.48,1938.91,1512.26,7789.39,7.55,Very Low Risk
28,Male,Black African,High School,Construction,50,4579,1700.93,481.99,705.29,1694.44,292.86,772.72,5355.37,37.0,High Risk
24,Female,Black African,Master's,IT,40,24727,9836.46,3373.25,4223.1,8991.88,1517.17,4684.01,31108.7,36.36,Critical Risk
35,Male,Black African,PhD,Healthcare,45,16573,5124.19,1758.03,2879.99,5416.75,1364.07,2518.86,17697.83,32.68,High Risk
30,Female,Black African,Diploma,Finance,20,25697,8354.29,2739.04,4574.33,15166.88,2251.37,4370.16,35204.69,59.02,Critical Risk
27,Male,Black African,High School,Construction,40,6546,2055.83,892.53,1167.88,1556.05,715.92,1215.72,6888.02,23.77,Moderate Risk
30,Female,Black African,High School,Construction,40,4515,1699.3,525.0,745.26,1160.01,936.22,694.07,4823.63,25.69,Moderate Risk
34,Female,Black African,Diploma,IT,40,22493,8677.73,2579.42,4353.82,7710.72,1662.34,4414.73,27736.42,34.28,Critical Risk
26,Male,Coloured,Bachelor's,Finance,40,27680,10078.82,3171.3,4591.8,14184.57,1775.25,5352.45,37378.95,51.24,Critical Risk
28,Female,Black African,High School,Education,45,15843,5161.75,2049.83,2837.44,5057.1,2540.98,2968.4,18074.52,31.92,High Risk
34,Male,Black African,High School,Construction,40,5382,1680.69,674.46,891.76,2446.86,861.95,868.91,6562.68,45.46,Critical Risk
35,Female,Black African,High School,Construction,45,5352,1897.07,556.3,1024.27,2820.66,933.47,821.19,7119.5,52.7,Critical Risk
25,Male,Black African,Diploma,Mining,50,48874,15386.63,6476.45,9769.46,12302.91,9880.07,8395.51,52330.96,25.17,Moderate Risk
28,Female,Black African,Bachelor's,Finance,30,37641,11901.67,5184.51,5967.28,21291.88,2565.43,6341.1,50686.44,56.57,Critical Risk
34,Male,Black African,High School,Healthcare,45,19174,6821.39,2068.78,3791.63,7770.14,3199.61,2941.5,23393.45,40.52,Critical Risk
22,Male,Black African,High School,Mining,40,35102,10871.55,3913.81,5390.07,20795.46,5148.25,6270.79,47241.69,59.24,Critical Risk
28,Male,Indian/Asian,Diploma,IT,30,25983,10168.2,3630.62,4943.37,1407.37,3197.9,5150.79,25300.34,5.42,Very Low Risk
29,Male,Black African,Bachelor's,Education,30,8062,2584.71,996.39,1589.49,2495.57,555.27,1494.17,9160.33,30.95,High Risk
26,Female,Black African,Bachelor's,Construction,30,16451,6295.13,1913.84,3003.28,1022.63,2567.67,3197.31,15432.19,6.22,Very Low Risk
23,Female,Black African,Bachelor's,Education,40,22027,7873.64,2561.11,3664.24,5814.26,1254.09,3341.03,23254.28,26.4,Moderate Risk
26,Female,Black African,High School,Construction,40,11777,3715.7,1748.04,1881.03,5626.94,2877.95,1900.31,14872.01,47.78,Critical Risk
27,Male,Black African,High School,Education,40,8428,3348.23,1016.49,1609.54,3032.41,1910.86,1577.23,10583.89,35.98,Critical Risk
33,Female,Black African,PhD,Finance,40,33817,11902.33,4608.62,5238.03,11732.49,7754.6,6275.43,39756.9,34.69,High Risk
23,Male,Coloured,PhD,Mining,50,55440,17993.33,6204.11,9643.16,9511.76,6021.56,8605.11,51957.47,17.16,Low Risk
35,Female,Black African,Diploma,IT,30,17284,5577.41,2137.96,3281.92,8551.9,1460.78,3439.41,22988.6,49.48,Critical Risk
27,Female,Black African,Bachelor's,Education,20,20254,6338.84,2962.01,3874.78,9924.54,1404.95,3369.85,26470.03,49.0,Critical Risk
27,Male,Black African,Master's,Education,45,37636,13401.55,3896.2,6303.35,5489.41,5262.73,6236.65,35327.14,14.59,Very Low Risk
22,Male,Black African,Diploma,Education,40,11893,4305.42,1241.97,2096.73,864.53,696.16,2121.68,10630.33,7.27,Very Low Risk
35,Male,Black African,High School,Education,30,13525,4842.44,1803.12,2128.79,7688.42,2733.01,2612.64,19075.41,56.85,Critical Risk
22,Female,Coloured,Diploma,IT,50,34384,13209.2,3537.97,6145.58,15643.47,5177.21,6001.71,44537.94,45.5,Critical Risk
35,Female,Coloured,Master's,Finance,40,16937,5198.29,2079.76,2938.74,3597.31,3244.27,3081.42,16895.53,21.24,Low Risk
32,Female,Coloured,Diploma,Education,40,11582,3507.34,1418.88,2263.0,1620.13,2224.42,2256.16,11065.51,13.99,Very Low Risk
31,Male,Black African,Bachelor's,Education,40,17956,6905.16,2005.75,3111.32,6603.83,2734.62,2792.81,21418.86,36.78,High Risk
24,Female,Black African,Diploma,Finance,40,26122,8149.8,3361.04,4748.14,13995.64,5174.86,4853.51,35108.13,53.58,Critical Risk
35,Female,Black African,High School,Mining,45,19997,6288.16,2614.95,3367.52,3072.58,4763.62,3994.52,19337.72,15.37,Low Risk
31,Male,Coloured,High School,Finance,40,25535,9035.07,2663.56,4190.02,2726.97,1318.95,4418.3,23033.92,10.68,Very Low Risk
31,Female,Black African,PhD,IT,40,22406,7633.06,2977.44,3504.2,1629.31,2194.71,4381.61,20125.63,7.27,Very Low Risk
33,Male,Black African,Diploma,Healthcare,40,18653,6839.32,2670.37,3267.58,4546.77,4304.29,2909.92,20233.95,24.38,Moderate Risk
24,Male,Black African,High School,Construction,50,10314,3290.39,1236.7,1819.48,2812.79,1961.7,1857.24,11016.6,27.27,Moderate Risk
25,Female,Black African,Master's,Mining,40,19637,7541.74,1975.04,3333.34,11349.42,3211.87,3680.34,27879.89,57.8,Critical Risk
23,Male,Black African,Diploma,Healthcare,40,19152,6161.42,2403.62,3407.55,3980.91,3048.91,3818.11,19771.61,20.79,Moderate Risk
30,Female,Black African,Bachelor's,Education,40,5043,1730.61,509.64,904.58,2302.74,656.81,960.12,6407.69,45.66,Critical Risk
31,Female,White,Diploma,Healthcare,30,19820,5990.28,2881.4,3093.34,9875.32,3362.86,3124.59,24964.92,49.83,Critical Risk
33,Male,Coloured,High School,IT,40,29642,11750.49,3624.45,4837.68,8431.77,5206.19,5485.61,34130.0,28.45,Moderate Risk
32,Female,Black African,Diploma,Healthcare,20,23013,7572.51,2322.33,4441.94,3608.56,2833.19,3508.79,21454.13,15.68,Low Risk
35,Female,Indian/Asian,PhD,Retail,40,8465,2990.37,1048.03,1474.34,2804.47,1070.07,1501.11,9818.32,33.13,High Risk
28,Male,Black African,High School,Mining,45,12941,4499.89,1667.05,2165.62,4479.88,1240.81,2511.15,15323.6,34.62,High Risk
28,Male,Indian/Asian,Bachelor's,IT,40,15522,5279.78,2255.86,2383.61,7090.81,2559.68,2537.28,19547.34,45.68,Critical Risk
27,Male,Black African,High School,Finance,45,28464,9054.04,3166.98,4993.59,4691.42,4320.38,4649.97,26555.99,16.48,Low Risk
24,Male,Black African,High School,Construction,20,4663,1687.68,599.83,848.98,2157.54,662.95,904.03,6198.06,46.27,Critical Risk
27,Male,Black African,High School,IT,45,14961,5319.56,1895.21,2667.33,3158.74,2577.94,2307.95,15348.79,21.11,Moderate Risk
35,Male,Black African,Bachelor's,Finance,45,38780,13340.76,4086.64,7342.02,3925.69,6978.35,6343.28,35038.39,10.12,Very Low Risk
33,Male,Black African,Diploma,IT,40,12247,4346.92,1813.6,2008.48,2788.88,1593.59,2324.87,13282.75,22.77,Moderate Risk
29,Female,Black African,Diploma,Retail,45,6093,2224.17,703.02,929.61,759.9,1275.34,944.31,5561.02,12.47,Very Low Risk
29,Male,White,Bachelor's,Mining,40,27192,10497.28,3703.69,4866.76,15862.85,1782.68,4907.2,39837.78,58.34,Critical Risk
32,Female,Black African,High School,Education,45,21388,6907.12,2978.34,3455.29,9986.36,2782.08,3234.19,26561.3,46.69,Critical Risk
34,Female,Black African,High School,Education,40,9412,3549.07,1265.85,1497.74,2323.65,1595.39,1592.81,10229.11,24.69,Moderate Risk
30,Female,Black African,High School,Healthcare,40,8806,3360.1,932.61,1606.71,2489.99,703.79,1660.58,10049.99,28.28,Moderate Risk
22,Male,Black African,Diploma,Construction,20,15480,5796.54,1840.66,2735.26,3848.52,1476.32,2953.77,17174.75,24.86,Moderate Risk
35,Female,Black African,Diploma,IT,45,37675,14384.91,5328.7,7262.44,7723.82,6564.11,6970.66,41670.53,20.5,Moderate Risk
22,Female,Black African,Bachelor's,Mining,30,26492,9479.31,3738.77,4996.58,15739.77,4173.9,4246.8,38201.23,59.41,Critical Risk
24,Female,Black African,Diploma,Mining,40,14564,4401.15,1634.46,2514.17,1871.36,1342.96,2718.56,13139.7,12.85,Very Low Risk
24,Male,Black African,High School,Mining,40,12768,4718.66,1620.39,2112.77,1864.1,1706.27,2363.16,12679.08,14.6,Very Low Risk
31,Male,Black African,Bachelor's,Mining,45,38528,14879.85,5433.35,7661.33,5939.98,8068.63,7432.59,41347.09,15.42,Low Risk
29,Female,Black African,High School,Mining,20,14280,4660.55,1865.52,2623.95,6845.3,2271.64,2797.91,18793.24,47.94,Critical Risk
31,Male,Black African,Master's,Construction,40,14342,5370.14,1587.2,2860.79,5123.29,2954.93,2769.98,17711.4,35.72,Critical Risk
22,Male,Black African,High School,Healthcare,40,20037,6235.2,2804.0,3588.06,2326.39,2061.35,3667.05,18620.7,11.61,Very Low Risk
34,Male,Indian/Asian,High School,Education,40,7209,2628.53,1020.61,1165.8,1512.95,492.59,1356.09,7683.97,20.99,Moderate Risk
23,Female,Coloured,Diploma,Healthcare,45,10497,3209.08,1532.01,1927.46,3428.03,1142.32,2036.61,12133.19,32.66,High Risk
23,Female,Black African,High School,IT,20,19913,7064.02,2824.88,3888.99,10245.35,1283.14,3449.53,27472.77,51.45,Critical Risk
24,Male,Black African,High School,Education,30,9327,3616.05,1228.31,1695.46,1389.21,1097.25,1576.41,9505.43,14.89,Very Low Risk
34,Female,Black African,Diploma,Education,40,21771,7356.07,2683.47,3773.13,2025.08,3807.88,3493.98,19331.72,9.3,Very Low Risk
27,Female,Black African,High School,Finance,40,16035,5110.19,2403.62,2582.46,8853.96,1822.18,2618.15,21568.37,55.22,Critical Risk
22,Female,Black African,High School,IT,30,10560,3884.42,1574.31,1963.21,3247.44,913.6,1871.38,12540.77,30.75,High Risk
23,Female,Coloured,High School,Construction,40,11633,4473.49,1441.86,1927.25,6947.27,740.92,1821.97,16611.84,59.72,Critical Risk
34,Female,Black African,Diploma,Mining,45,28921,9551.26,3988.41,4967.07,3224.0,3675.67,5490.68,27221.42,11.15,Very Low Risk
34,Female,Black African,High School,Finance,30,30648,10949.5,3579.84,5624.38,6475.11,7457.18,4863.64,31492.46,21.13,Moderate Risk
22,Male,Black African,High School,Education,45,15071,5515.89,1652.94,2627.51,2209.07,2728.98,2535.16,14540.58,14.66,Very Low Risk
26,Female,Black African,Diploma,Construction,40,11917,4040.28,1733.45,2123.12,6118.59,2503.16,1877.39,15892.83,51.34,Critical Risk
34,Male,Black African,Bachelor's,Construction,40,12800,3926.33,1306.75,2055.23,1389.02,2301.42,2465.03,11142.36,10.85,Very Low Risk
34,Male,Black African,Diploma,IT,30,38551,14765.56,5286.22,7362.13,18126.03,7287.95,7335.5,52875.44,47.02,Critical Risk
28,Female,Black African,High School,Finance,30,22312,8562.86,3171.95,3515.89,7059.12,3712.43,3737.42,26047.24,31.64,High Risk
29,Female,Black African,High School,Education,30,15991,4960.63,2176.8,2537.13,8368.6,2606.71,2740.87,20784.02,52.33,Critical Risk
31,Female,Indian/Asian,Diploma,Healthcare,45,31296,11229.25,4510.22,4786.11,3284.62,4897.64,6089.14,29899.35,10.5,Very Low Risk
22,Male,Black African,Bachelor's,Mining,45,31723,11839.41,3607.96,5880.54,4124.51,4027.63,4935.84,30388.25,13.0,Very Low Risk
28,Male,Coloured,Diploma,Construction,45,16776,5188.53,2336.45,3298.23,8722.35,2921.4,3312.53,22858.09,51.99,Critical Risk
34,Female,Black African,High School,Finance,40,8401,3231.32,1140.09,1289.7,2788.18,1771.79,1361.61,9810.9,33.19,High Risk
26,Male,Coloured,High School,Retail,40,3000,1006.29,447.83,476.59,661.65,533.42,547.75,3140.11,22.06,Moderate Risk
31,Female,Black African,Master's,Mining,40,44299,15896.44,6451.38,7470.8,9580.37,3964.68,7547.7,46946.7,21.63,Moderate Risk
22,Male,Black African,Bachelor's,Healthcare,20,22834,7709.96,2355.91,3748.05,6160.9,2436.87,3975.61,23950.43,26.98,Moderate Risk
24,Male,Coloured,High School,Healthcare,20,6920,2441.61,737.38,1256.07,2240.55,1312.3,1070.6,7746.21,32.38,High Risk
28,Female,Black African,High School,IT,40,26304,9622.05,3944.09,3998.26,2092.09,1766.97,4732.91,24389.4,7.95,Very Low Risk
31,Male,Black African,Bachelor's,Construction,40,13579,5035.36,1774.87,2432.58,1034.52,2334.35,2615.98,12893.31,7.62,Very Low Risk
22,Male,Black African,High School,Education,30,10010,3405.81,1048.11,1777.69,3374.11,1703.68,1729.51,11335.24,33.71,High Risk
28,Male,Black African,Diploma,Retail,40,7926,2466.04,922.74,1205.29,1682.55,581.96,1486.64,7763.26,21.23,Low Risk
26,Female,Black African,Bachelor's,Finance,45,11758,3930.97,1400.65,1984.54,4246.84,1310.89,1957.9,13520.9,36.12,High Risk
22,Female,Black African,High School,Construction,45,14898,5712.92,1543.55,2920.72,7588.95,1323.97,2677.85,20444.0,50.94,Critical Risk
22,Male,Black African,High School,IT,40,16363,5874.08,2144.32,2612.13,3397.87,3240.93,2542.54,16570.94,20.77,Moderate Risk
35,Male,Black African,High School,Healthcare,30,20722,7144.21,3053.67,4071.48,8310.95,4753.92,4021.53,26601.85,40.11,Critical Risk
22,Female,Black African,Master's,Finance,30,50906,18682.94,6878.85,9495.82,17635.84,10891.05,10035.08,62728.52,34.64,Critical Risk
32,Male,Black African,Diploma,Healthcare,45,14425,5506.78,2061.7,2350.67,2778.27,2062.01,2824.01,15521.43,19.26,Low Risk
30,Female,Black African,Bachelor's,Healthcare,40,32840,12747.45,4801.41,4939.95,13070.5,3151.39,5675.35,41234.66,39.8,Critical Risk
32,Male,Indian/Asian,Diploma,Retail,40,6241,2322.73,930.31,1068.09,3574.19,1060.83,972.9,8868.22,57.27,Critical Risk
34,Male,Black African,Master's,Mining,45,42439,13113.86,5965.47,7637.16,20808.64,5026.36,7390.86,54916.0,49.03,Critical Risk
24,Female,Black African,Master's,Finance,40,43668,14076.83,5494.13,6785.75,3615.73,2584.31,7808.63,37781.07,8.28,Very Low Risk
34,Male,Black African,Diploma,Retail,45,4131,1638.06,427.6,632.76,699.03,586.0,736.75,4134.18,16.92,Low Risk
26,Female,Black African,High School,Education,45,6558,2441.82,673.18,998.32,1573.11,1001.17,1199.0,6885.42,23.99,Moderate Risk
32,Male,Black African,Diploma,Construction,30,7489,2914.52,1034.56,1407.06,3816.04,1770.35,1213.69,10385.88,50.96,Critical Risk
31,Male,Black African,Diploma,Healthcare,20,28063,9907.79,3161.65,5289.27,10976.48,3876.91,4311.42,33646.6,39.11,High Risk
33,Female,Black African,Diploma,Healthcare,45,32119,9957.79,3866.43,5886.52,12996.63,3248.08,5483.94,38191.31,40.46,High Risk
30,Male,White,Bachelor's,Retail,50,7282,2288.09,1020.81,1353.45,2583.48,1138.27,1330.2,8576.04,35.48,High Risk
27,Female,Black African,High School,Education,40,21227,8401.5,2776.96,3552.6,3567.19,1911.41,3480.78,21779.02,16.8,Low Risk
33,Male,Black African,High School,Finance,40,15421,5153.42,2158.33,2405.19,1841.74,3082.12,2885.58,14444.26,11.94,Very Low Risk
30,Female,Black African,Diploma,Healthcare,45,21045,7128.96,2685.09,3299.52,3357.3,3395.17,3987.11,20457.97,15.95,Low Risk
29,Female,Black African,High School,Education,30,17424,6924.75,1920.11,2887.7,5814.59,1236.95,2843.72,20390.86,33.37,High Risk
29,Male,Black African,Diploma,Finance,20,32615,11338.32,4536.12,5502.85,14678.94,5205.53,5895.17,41951.4,45.01,Critical Risk
22,Female,Black African,Master's,Retail,45,10396,3133.16,1406.07,2031.33,6052.09,1112.84,1578.98,14201.63,58.22,Critical Risk
34,Female,Black African,Diploma,Healthcare,40,28197,9998.96,3532.2,4760.82,16791.53,2492.93,4884.31,39967.81,59.55,Critical Risk
30,Male,Black African,Master's,IT,40,21674,8085.12,2770.83,3723.71,1857.01,1460.4,3522.31,19958.99,8.57,Very Low Risk
27,Female,Black African,Bachelor's,IT,40,33560,11885.46,3450.07,5755.35,19896.45,7834.86,6311.08,47298.41,59.29,Critical Risk
30,Female,Black African,Bachelor's,Healthcare,40,31954,11655.58,4330.6,5957.06,7951.46,6696.2,5635.22,35529.92,24.88,Moderate Risk
24,Male,Indian/Asian,Diploma,Mining,50,32881,11559.17,4515.23,4980.31,19647.51,7065.82,6030.75,46732.98,59.75,Critical Risk
33,Male,Indian/Asian,High School,Healthcare,40,11280,3638.16,1503.91,1944.21,4934.0,720.99,1895.34,13915.62,43.74,Critical Risk
24,Male,Black African,Diploma,Healthcare,30,30715,9485.86,3757.55,5941.6,15001.2,7615.86,5599.27,39785.49,48.84,Critical Risk
27,Male,Black African,High School,Healthcare,30,10657,3213.87,1079.01,2063.53,5541.55,2602.37,1624.55,13522.51,52.0,Critical Risk
30,Female,Black African,PhD,Retail,30,9385,3460.03,1242.65,1754.78,1317.34,1853.24,1528.25,9303.05,14.04,Very Low Risk
28,Female,Black African,High School,Healthcare,30,8473,2870.4,1167.99,1440.96,2436.96,1985.01,1418.65,9334.95,28.76,Moderate Risk
35,Female,Black African,High School,Healthcare,45,29577,10386.86,3510.57,4807.83,5769.85,6509.86,5124.18,29599.3,19.51,Low Risk
34,Male,Black African,Diploma,Retail,40,4180,1303.02,503.58,646.04,459.83,806.11,790.95,3703.42,11.0,Very Low Risk
24,Male,Black African,Diploma,Healthcare,40,16081,5716.35,1745.16,2799.37,2518.86,2097.27,2674.7,15454.45,15.66,Low Risk
24,Female,White,High School,IT,50,14494,4707.2,1916.48,2794.81,1277.55,2593.77,2724.15,13420.19,8.81,Very Low Risk
23,Female,Black African,High School,IT,20,11523,4396.42,1599.5,1929.24,3019.69,2291.36,2047.13,12991.97,26.21,Moderate Risk
30,Female,Black African,Bachelor's,Construction,40,12438,4474.24,1616.51,2185.06,2111.39,1394.98,2278.89,12666.1,16.98,Low Risk
34,Male,Black African,Diploma,Education,30,5877,1799.97,776.83,977.99,1773.61,820.16,1068.95,6397.35,30.18,High Risk
